"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",51965300,"1999-04-01 00:00:00",101
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","17","X(e) Other and unspecified malignant gonadal tumors",69321240,"1999-04-01 00:00:00",102
"0-14","5.30000019073486","6.59999990463257","5.90000009536743","307","XI Other malignant epithelial neoplasms and malignant melanomas",51965300,"1999-04-01 00:00:00",103
"0-19","14.6999998092651","16.5","15.6000003814697","1075","XI Other malignant epithelial neoplasms and malignant melanomas",69321240,"1999-04-01 00:00:00",104
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",51965300,"1999-04-01 00:00:00",105
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","17","XI(a) Adrenocortical carcinomas",69321240,"1999-04-01 00:00:00",106
"0-14","1.60000002384186","2.29999995231628","1.89999997615814","99","XI(b) Thyroid carcinomas",51965300,"1999-04-01 00:00:00",107
"0-19","5.30000019073486","6.5","5.90000009536743","408","XI(b) Thyroid carcinomas",69321240,"1999-04-01 00:00:00",108
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","19","XI(c) Nasopharyngeal carcinomas",51965300,"1999-04-01 00:00:00",109
"0-19","0.400000005960464","0.699999988079071","0.5","37","XI(c) Nasopharyngeal carcinomas",69321240,"1999-04-01 00:00:00",110
"0-14","1.5","2.20000004768372","1.79999995231628","94","XI(d) Malignant melanomas",51965300,"1999-04-01 00:00:00",111
"0-19","4.40000009536743","5.5","4.90000009536743","340","XI(d) Malignant melanomas",69321240,"1999-04-01 00:00:00",112
"0-14","null","null","null","null","XI(e) Skin carcinomas",51965300,"1999-04-01 00:00:00",113
"0-19","null","null","null","null","XI(e) Skin carcinomas",69321240,"1999-04-01 00:00:00",114
"0-14","1.20000004768372","1.89999997615814","1.5","79","XI(f) Other and unspecified carcinomas",51965300,"1999-04-01 00:00:00",115
"0-19","3.40000009536743","4.40000009536743","3.90000009536743","267","XI(f) Other and unspecified carcinomas",69321240,"1999-04-01 00:00:00",116
"0-14","0.300000011920929","0.800000011920929","0.5","27","XII Other and unspecified malignant neoplasms",51965300,"1999-04-01 00:00:00",117
"0-19","0.600000023841858","1.10000002384186","0.800000011920929","58","XII Other and unspecified malignant neoplasms",69321240,"1999-04-01 00:00:00",118
"0-14","null","null","null","null","XII(a) Other specified malignant tumors",51965300,"1999-04-01 00:00:00",119
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","16","XII(a) Other specified malignant tumors",69321240,"1999-04-01 00:00:00",120
"0-14","0.200000002980232","0.5","0.300000011920929","16","XII(b) Other unspecified malignant tumors",51965300,"1999-04-01 00:00:00",121
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","42","XII(b) Other unspecified malignant tumors",69321240,"1999-04-01 00:00:00",122
"0-14","146.300003051758","152.800003051758","149.5","7992","All ICCC Groups Combined",53577590,"2000-04-01 00:00:00",123
"0-19","160.800003051758","166.800003051758","163.800003051758","11704","All ICCC Groups Combined",71576680,"2000-04-01 00:00:00",124
"0-14","44.2999992370605","47.9000015258789","46.0999984741211","2459","I Leukemias, myeloproliferative & myelodysplastic diseases",53577590,"2000-04-01 00:00:00",125
"0-19","39.9000015258789","42.9000015258789","41.4000015258789","2954","I Leukemias, myeloproliferative & myelodysplastic diseases",71576680,"2000-04-01 00:00:00",126
"0-14","35.5","38.7999992370605","37.0999984741211","1979","I(a) Lymphoid leukemias",53577590,"2000-04-01 00:00:00",127
"0-19","30.5","33.2000007629395","31.7999992370605","2270","I(a) Lymphoid leukemias",71576680,"2000-04-01 00:00:00",128
"0-14","6","7.40000009536743","6.69999980926514","356","I(b) Acute myeloid leukemias",53577590,"2000-04-01 00:00:00",129
"0-19","6.5","7.80000019073486","7.19999980926514","511","I(b) Acute myeloid leukemias",71576680,"2000-04-01 00:00:00",130
"0-14","0.5","1","0.800000011920929","41","I(c) Chronic myeloproliferative diseases",53577590,"2000-04-01 00:00:00",131
"0-19","0.699999988079071","1.20000004768372","0.899999976158142","65","I(c) Chronic myeloproliferative diseases",71576680,"2000-04-01 00:00:00",132
"0-14","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",53577590,"2000-04-01 00:00:00",133
"0-19","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",71576680,"2000-04-01 00:00:00",134
"0-14","1.10000002384186","1.70000004768372","1.39999997615814","74","I(e) Unspecified and other specified leukemias",53577590,"2000-04-01 00:00:00",135
"0-19","1.10000002384186","1.70000004768372","1.39999997615814","97","I(e) Unspecified and other specified leukemias",71576680,"2000-04-01 00:00:00",136
"0-14","15.3999996185303","17.5","16.3999996185303","882","II Lymphomas and reticuloendothelial neoplasms",53577590,"2000-04-01 00:00:00",137
"0-19","23.6000003814697","25.8999996185303","24.7999992370605","1774","II Lymphomas and reticuloendothelial neoplasms",71576680,"2000-04-01 00:00:00",138
"0-14","5.30000019073486","6.59999990463257","5.90000009536743","320","II(a) Hodgkin lymphomas",53577590,"2000-04-01 00:00:00",139
"0-19","11.6000003814697","13.1999998092651","12.3999996185303","886","II(a) Hodgkin lymphomas",71576680,"2000-04-01 00:00:00",140
"0-14","5.30000019073486","6.59999990463257","5.90000009536743","318","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",53577590,"2000-04-01 00:00:00",141
"0-19","7.5","8.80000019073486","8.10000038146973","583","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",71576680,"2000-04-01 00:00:00",142
"0-14","2.29999995231628","3.20000004768372","2.70000004768372","144","II(c) Burkitt lymphoma",53577590,"2000-04-01 00:00:00",143
"0-19","2.29999995231628","3","2.59999990463257","188","II(c) Burkitt lymphoma",71576680,"2000-04-01 00:00:00",144
"0-14","0.899999976158142","1.5","1.20000004768372","64","II(d) Miscellaneous lymphoreticular neoplasms",53577590,"2000-04-01 00:00:00",145
"0-19","0.699999988079071","1.20000004768372","0.899999976158142","67","II(d) Miscellaneous lymphoreticular neoplasms",71576680,"2000-04-01 00:00:00",146
"0-14","0.5","0.899999976158142","0.699999988079071","36","II(e) Unspecified lymphomas",53577590,"2000-04-01 00:00:00",147
"0-19","0.5","0.899999976158142","0.699999988079071","50","II(e) Unspecified lymphomas",71576680,"2000-04-01 00:00:00",148
"0-14","31.2999992370605","34.4000015258789","32.9000015258789","1759","III CNS and misc intracranial and intraspinal neoplasms",53577590,"2000-04-01 00:00:00",149
"0-19","28.7999992370605","31.3999996185303","30.1000003814697","2152","III CNS and misc intracranial and intraspinal neoplasms",71576680,"2000-04-01 00:00:00",150
"0-14","2.29999995231628","3.20000004768372","2.70000004768372","146","III(a) Ependymomas and choroid plexus tumor",53577590,"2000-04-01 00:00:00",151
"0-19","2.09999990463257","2.79999995231628","2.40000009536743","171","III(a) Ependymomas and choroid plexus tumor",71576680,"2000-04-01 00:00:00",152
"0-14","15.6999998092651","17.8999996185303","16.7999992370605","900","III(b) Astrocytomas",53577590,"2000-04-01 00:00:00",153
"0-19","14.6999998092651","16.5","15.6000003814697","1114","III(b) Astrocytomas",71576680,"2000-04-01 00:00:00",154
"0-14","6.90000009536743","8.39999961853027","7.59999990463257","407","III(c) Intracranial and intraspinal embryonal tumors",53577590,"2000-04-01 00:00:00",155
"0-19","6","7.19999980926514","6.59999990463257","469","III(c) Intracranial and intraspinal embryonal tumors",71576680,"2000-04-01 00:00:00",156
"0-14","4","5.19999980926514","4.59999990463257","246","III(d) Other gliomas",53577590,"2000-04-01 00:00:00",157
"0-19","4","5","4.5","319","III(d) Other gliomas",71576680,"2000-04-01 00:00:00",158
"0-14","0.300000011920929","0.699999988079071","0.400000005960464","24","III(e) Other specified intracranial & intraspinal neoplasms",53577590,"2000-04-01 00:00:00",159
"0-19","0.300000011920929","0.600000023841858","0.5","33","III(e) Other specified intracranial & intraspinal neoplasms",71576680,"2000-04-01 00:00:00",160
"0-14","0.5","0.899999976158142","0.699999988079071","36","III(f) Unspecified intracranial and intraspinal neoplasms",53577590,"2000-04-01 00:00:00",161
"0-19","0.5","0.899999976158142","0.600000023841858","46","III(f) Unspecified intracranial and intraspinal neoplasms",71576680,"2000-04-01 00:00:00",162
"0-14","9.30000019073486","11","10.1000003814697","539","IV Neuroblastoma and other peripheral nervous cell tumors",53577590,"2000-04-01 00:00:00",163
"0-19","7.09999990463257","8.39999961853027","7.69999980926514","548","IV Neuroblastoma and other peripheral nervous cell tumors",71576680,"2000-04-01 00:00:00",164
"0-14","9.19999980926514","10.8999996185303","10","532","IV(a) Neuroblastoma and ganglioneuroblastoma",53577590,"2000-04-01 00:00:00",165
"0-19","7","8.30000019073486","7.59999990463257","539","IV(a) Neuroblastoma and ganglioneuroblastoma",71576680,"2000-04-01 00:00:00",166
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",53577590,"2000-04-01 00:00:00",167
"0-19","null","null","null","null","IV(b) Other peripheral nervous cell tumors",71576680,"2000-04-01 00:00:00",168
"0-14","9.5","11.1999998092651","10.3000001907349","553","IX Soft tissue and other extraosseous sarcomas",53577590,"2000-04-01 00:00:00",169
"0-19","11.1000003814697","12.6999998092651","11.8999996185303","851","IX Soft tissue and other extraosseous sarcomas",71576680,"2000-04-01 00:00:00",170
"0-14","4.69999980926514","5.90000009536743","5.30000019073486","281","IX(a) Rhabdomyosarcomas",53577590,"2000-04-01 00:00:00",171
"0-19","4.40000009536743","5.5","4.90000009536743","352","IX(a) Rhabdomyosarcomas",71576680,"2000-04-01 00:00:00",172
"0-14","0.699999988079071","1.20000004768372","0.899999976158142","49","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",53577590,"2000-04-01 00:00:00",173
"0-19","0.899999976158142","1.5","1.20000004768372","84","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",71576680,"2000-04-01 00:00:00",174
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",53577590,"2000-04-01 00:00:00",175
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",71576680,"2000-04-01 00:00:00",176
"0-14","2.70000004768372","3.59999990463257","3.09999990463257","167","IX(d) Other specified soft tissue sarcomas",53577590,"2000-04-01 00:00:00",177
"0-19","3.90000009536743","4.90000009536743","4.40000009536743","315","IX(d) Other specified soft tissue sarcomas",71576680,"2000-04-01 00:00:00",178
"0-14","0.800000011920929","1.29999995231628","1","55","IX(e) Unspecified soft tissue sarcomas",53577590,"2000-04-01 00:00:00",179
"0-19","1.10000002384186","1.60000002384186","1.39999997615814","97","IX(e) Unspecified soft tissue sarcomas",71576680,"2000-04-01 00:00:00",180
"0-19","8","9.30000019073486","8.60000038146973","708","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",81315506,"2007-04-01 00:00:00",1119
"0-14","2.20000004768372","3.09999990463257","2.59999990463257","154","II(c) Burkitt lymphoma",59628198,"2007-04-01 00:00:00",1120
"0-19","2.20000004768372","3","2.59999990463257","208","II(c) Burkitt lymphoma",81315506,"2007-04-01 00:00:00",1121
"0-14","1","1.5","1.20000004768372","75","II(d) Miscellaneous lymphoreticular neoplasms",59628198,"2007-04-01 00:00:00",1122
"0-19","0.800000011920929","1.29999995231628","1","84","II(d) Miscellaneous lymphoreticular neoplasms",81315506,"2007-04-01 00:00:00",1123
"0-14","null","null","null","null","II(e) Unspecified lymphomas",59628198,"2007-04-01 00:00:00",1124
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","36","II(e) Unspecified lymphomas",81315506,"2007-04-01 00:00:00",1125
"0-14","33.2999992370605","36.2999992370605","34.7000007629395","2074","III CNS and misc intracranial and intraspinal neoplasms",59628198,"2007-04-01 00:00:00",1126
"0-19","30.2000007629395","32.7000007629395","31.3999996185303","2543","III CNS and misc intracranial and intraspinal neoplasms",81315506,"2007-04-01 00:00:00",1127
"0-14","2.40000009536743","3.29999995231628","2.79999995231628","171","III(a) Ependymomas and choroid plexus tumor",59628198,"2007-04-01 00:00:00",1128
"0-19","2.09999990463257","2.79999995231628","2.40000009536743","198","III(a) Ependymomas and choroid plexus tumor",81315506,"2007-04-01 00:00:00",1129
"0-14","15.3000001907349","17.3999996185303","16.2999992370605","973","III(b) Astrocytomas",59628198,"2007-04-01 00:00:00",1130
"0-19","14.6999998092651","16.5","15.6000003814697","1263","III(b) Astrocytomas",81315506,"2007-04-01 00:00:00",1131
"0-14","7.09999990463257","8.5","7.80000019073486","464","III(c) Intracranial and intraspinal embryonal tumors",59628198,"2007-04-01 00:00:00",1132
"0-19","6","7.09999990463257","6.5","526","III(c) Intracranial and intraspinal embryonal tumors",81315506,"2007-04-01 00:00:00",1133
"0-14","5.90000009536743","7.30000019073486","6.59999990463257","390","III(d) Other gliomas",59628198,"2007-04-01 00:00:00",1134
"0-19","5.19999980926514","6.30000019073486","5.69999980926514","461","III(d) Other gliomas",81315506,"2007-04-01 00:00:00",1135
"0-14","0.5","1","0.699999988079071","45","III(e) Other specified intracranial & intraspinal neoplasms",59628198,"2007-04-01 00:00:00",1136
"0-19","0.5","0.899999976158142","0.699999988079071","57","III(e) Other specified intracranial & intraspinal neoplasms",81315506,"2007-04-01 00:00:00",1137
"0-14","0.300000011920929","0.699999988079071","0.5","31","III(f) Unspecified intracranial and intraspinal neoplasms",59628198,"2007-04-01 00:00:00",1138
"0-19","0.300000011920929","0.600000023841858","0.5","38","III(f) Unspecified intracranial and intraspinal neoplasms",81315506,"2007-04-01 00:00:00",1139
"0-14","10.8000001907349","12.5","11.6000003814697","714","IV Neuroblastoma and other peripheral nervous cell tumors",59628198,"2007-04-01 00:00:00",1140
"0-19","8.30000019073486","9.60000038146973","8.89999961853027","732","IV Neuroblastoma and other peripheral nervous cell tumors",81315506,"2007-04-01 00:00:00",1141
"0-14","10.6000003814697","12.3000001907349","11.5","703","IV(a) Neuroblastoma and ganglioneuroblastoma",59628198,"2007-04-01 00:00:00",1142
"0-19","8.10000038146973","9.39999961853027","8.69999980926514","714","IV(a) Neuroblastoma and ganglioneuroblastoma",81315506,"2007-04-01 00:00:00",1143
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",59628198,"2007-04-01 00:00:00",1144
"0-19","0.100000001490116","0.300000011920929","0.200000002980232","18","IV(b) Other peripheral nervous cell tumors",81315506,"2007-04-01 00:00:00",1145
"0-14","10.1000003814697","11.8000001907349","10.8999996185303","654","IX Soft tissue and other extraosseous sarcomas",59628198,"2007-04-01 00:00:00",1146
"0-19","11.6000003814697","13.1000003814697","12.3999996185303","1016","IX Soft tissue and other extraosseous sarcomas",81315506,"2007-04-01 00:00:00",1147
"0-14","5.09999990463257","6.30000019073486","5.69999980926514","339","IX(a) Rhabdomyosarcomas",59628198,"2007-04-01 00:00:00",1148
"0-19","4.59999990463257","5.59999990463257","5.09999990463257","415","IX(a) Rhabdomyosarcomas",81315506,"2007-04-01 00:00:00",1149
"0-14","0.899999976158142","1.39999997615814","1.10000002384186","67","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",59628198,"2007-04-01 00:00:00",1150
"0-19","1.10000002384186","1.60000002384186","1.29999995231628","111","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",81315506,"2007-04-01 00:00:00",1151
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",59628198,"2007-04-01 00:00:00",1152
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",81315506,"2007-04-01 00:00:00",1153
"0-14","2.90000009536743","3.79999995231628","3.29999995231628","198","IX(d) Other specified soft tissue sarcomas",59628198,"2007-04-01 00:00:00",1154
"0-19","4.30000019073486","5.19999980926514","4.69999980926514","393","IX(d) Other specified soft tissue sarcomas",81315506,"2007-04-01 00:00:00",1155
"0-14","0.600000023841858","1.10000002384186","0.800000011920929","49","IX(e) Unspecified soft tissue sarcomas",59628198,"2007-04-01 00:00:00",1156
"0-19","0.899999976158142","1.39999997615814","1.10000002384186","94","IX(e) Unspecified soft tissue sarcomas",81315506,"2007-04-01 00:00:00",1157
"0-14","null","null","null","null","Not classified by ICCC",59628198,"2007-04-01 00:00:00",1158
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","21","Not classified by ICCC",81315506,"2007-04-01 00:00:00",1159
"0-14","3.5","4.5","4","247","V Retinoblastoma",59628198,"2007-04-01 00:00:00",1160
"0-19","2.59999990463257","3.40000009536743","3","247","V Retinoblastoma",81315506,"2007-04-01 00:00:00",1161
"0-14","7.80000019073486","9.30000019073486","8.5","515","VI Renal tumors",59628198,"2007-04-01 00:00:00",1162
"0-19","6.30000019073486","7.40000009536743","6.90000009536743","555","VI Renal tumors",81315506,"2007-04-01 00:00:00",1163
"0-14","7.40000009536743","8.80000019073486","8.10000038146973","489","VI(a) Nephroblastoma and other nonepithelial renal tumors",59628198,"2007-04-01 00:00:00",1164
"0-19","5.69999980926514","6.80000019073486","6.19999980926514","500","VI(a) Nephroblastoma and other nonepithelial renal tumors",81315506,"2007-04-01 00:00:00",1165
"0-14","0.300000011920929","0.600000023841858","0.400000005960464","25","VI(b) Renal carcinomas",59628198,"2007-04-01 00:00:00",1166
"0-19","0.5","0.800000011920929","0.600000023841858","53","VI(b) Renal carcinomas",81315506,"2007-04-01 00:00:00",1167
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",59628198,"2007-04-01 00:00:00",1168
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",81315506,"2007-04-01 00:00:00",1169
"0-14","2.20000004768372","3","2.59999990463257","156","VII Hepatic tumors",59628198,"2007-04-01 00:00:00",1170
"0-19","2","2.70000004768372","2.29999995231628","190","VII Hepatic tumors",81315506,"2007-04-01 00:00:00",1171
"0-14","1.89999997615814","2.59999990463257","2.20000004768372","137","VII(a) Hepatoblastoma",59628198,"2007-04-01 00:00:00",1172
"0-19","1.39999997615814","2","1.70000004768372","138","VII(a) Hepatoblastoma",81315506,"2007-04-01 00:00:00",1173
"0-14","0.200000002980232","0.5","0.300000011920929","19","VII(b) Hepatic carcinomas",59628198,"2007-04-01 00:00:00",1174
"0-19","0.5","0.800000011920929","0.600000023841858","52","VII(b) Hepatic carcinomas",81315506,"2007-04-01 00:00:00",1175
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",59628198,"2007-04-01 00:00:00",1176
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",81315506,"2007-04-01 00:00:00",1177
"0-14","6.19999980926514","7.5","6.80000019073486","405","VIII Malignant bone tumors",59628198,"2007-04-01 00:00:00",1178
"0-19","8","9.30000019073486","8.60000038146973","710","VIII Malignant bone tumors",81315506,"2007-04-01 00:00:00",1179
"0-14","3.20000004768372","4.19999980926514","3.70000004768372","218","VIII(a) Osteosarcomas",59628198,"2007-04-01 00:00:00",1180
"0-19","4.19999980926514","5.19999980926514","4.69999980926514","384","VIII(a) Osteosarcomas",81315506,"2007-04-01 00:00:00",1181
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",59628198,"2007-04-01 00:00:00",1182
"0-19","0.200000002980232","0.5","0.300000011920929","28","VIII(b) Chondrosarcomas",81315506,"2007-04-01 00:00:00",1183
"0-14","2.09999990463257","2.90000009536743","2.5","147","VIII(c) Ewing tumor and related sarcomas of bone",59628198,"2007-04-01 00:00:00",1184
"0-19","2.70000004768372","3.40000009536743","3","249","VIII(c) Ewing tumor and related sarcomas of bone",81315506,"2007-04-01 00:00:00",1185
"0-14","0.200000002980232","0.400000005960464","0.300000011920929","16","VIII(d) Other specified malignant bone tumors",59628198,"2007-04-01 00:00:00",1186
"0-19","0.200000002980232","0.5","0.300000011920929","28","VIII(d) Other specified malignant bone tumors",81315506,"2007-04-01 00:00:00",1187
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",59628198,"2007-04-01 00:00:00",1188
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","21","VIII(e) Unspecified malignant bone tumors",81315506,"2007-04-01 00:00:00",1189
"0-14","4.90000009536743","6.09999990463257","5.5","334","X Germ cell, trophoblastic tumors & neoplasms of gonads",59628198,"2007-04-01 00:00:00",1190
"0-19","10.3000001907349","11.6999998092651","11","925","X Germ cell, trophoblastic tumors & neoplasms of gonads",81315506,"2007-04-01 00:00:00",1191
"0-14","1.10000002384186","1.79999995231628","1.39999997615814","85","X(a) Intracranial & intraspinal germ cell tumors",59628198,"2007-04-01 00:00:00",1192
"0-19","1.29999995231628","1.89999997615814","1.60000002384186","131","X(a) Intracranial & intraspinal germ cell tumors",81315506,"2007-04-01 00:00:00",1193
"0-14","1","1.60000002384186","1.29999995231628","81","X(b) Malignant extracranial & extragonadal germ cell tumors",59628198,"2007-04-01 00:00:00",1194
"0-19","1.10000002384186","1.70000004768372","1.39999997615814","116","X(b) Malignant extracranial & extragonadal germ cell tumors",81315506,"2007-04-01 00:00:00",1195
"0-14","2.20000004768372","3","2.59999990463257","155","X(c) Malignant gonadal germ cell tumors",59628198,"2007-04-01 00:00:00",1196
"0-19","6.80000019073486","8","7.40000009536743","626","X(c) Malignant gonadal germ cell tumors",81315506,"2007-04-01 00:00:00",1197
"0-19","0.200000002980232","0.5","0.300000011920929","29","X(d) Gonadal carcinomas",81315506,"2007-04-01 00:00:00",1198
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",59628198,"2007-04-01 00:00:00",1199
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","23","X(e) Other and unspecified malignant gonadal tumors",81315506,"2007-04-01 00:00:00",1200
"0-14","5.90000009536743","7.19999980926514","6.5","391","XI Other malignant epithelial neoplasms and malignant melanomas",59628198,"2007-04-01 00:00:00",1201
"0-19","16.5","18.2999992370605","17.2999992370605","1465","XI Other malignant epithelial neoplasms and malignant melanomas",81315506,"2007-04-01 00:00:00",1202
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",59628198,"2007-04-01 00:00:00",1203
"0-19","null","null","null","null","XI(a) Adrenocortical carcinomas",81315506,"2007-04-01 00:00:00",1204
"0-14","1.79999995231628","2.59999990463257","2.20000004768372","131","XI(b) Thyroid carcinomas",59628198,"2007-04-01 00:00:00",1205
"0-19","6.5","7.69999980926514","7.09999990463257","599","XI(b) Thyroid carcinomas",81315506,"2007-04-01 00:00:00",1206
"0-14","0.200000002980232","0.400000005960464","0.300000011920929","16","XI(c) Nasopharyngeal carcinomas",59628198,"2007-04-01 00:00:00",1207
"0-19","0.5","0.800000011920929","0.600000023841858","51","XI(c) Nasopharyngeal carcinomas",81315506,"2007-04-01 00:00:00",1208
"0-14","1.79999995231628","2.59999990463257","2.20000004768372","131","XI(d) Malignant melanomas",59628198,"2007-04-01 00:00:00",1209
"0-19","4.90000009536743","5.90000009536743","5.40000009536743","454","XI(d) Malignant melanomas",81315506,"2007-04-01 00:00:00",1210
"0-14","null","null","null","null","XI(e) Skin carcinomas",59628198,"2007-04-01 00:00:00",1211
"0-19","null","null","null","null","XI(e) Skin carcinomas",81315506,"2007-04-01 00:00:00",1212
"0-14","1.29999995231628","2","1.60000002384186","96","XI(f) Other and unspecified carcinomas",59628198,"2007-04-01 00:00:00",1213
"0-19","3.59999990463257","4.40000009536743","4","337","XI(f) Other and unspecified carcinomas",81315506,"2007-04-01 00:00:00",1214
"0-14","0.5","0.899999976158142","0.699999988079071","41","XII Other and unspecified malignant neoplasms",59628198,"2007-04-01 00:00:00",1215
"0-19","0.600000023841858","1","0.800000011920929","66","XII Other and unspecified malignant neoplasms",81315506,"2007-04-01 00:00:00",1216
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","23","XII(a) Other specified malignant tumors",59628198,"2007-04-01 00:00:00",1217
"0-19","0.200000002980232","0.5","0.400000005960464","29","XII(a) Other specified malignant tumors",81315506,"2007-04-01 00:00:00",1218
"0-14","0.200000002980232","0.5","0.300000011920929","18","XII(b) Other unspecified malignant tumors",59628198,"2007-04-01 00:00:00",1219
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","37","XII(b) Other unspecified malignant tumors",81315506,"2007-04-01 00:00:00",1220
"0-14","158.899993896484","165.399993896484","162.100006103516","9774","All ICCC Groups Combined",59850043,"2008-04-01 00:00:00",1221
"0-19","173.100006103516","178.800003051758","175.899993896484","14511","All ICCC Groups Combined",81683260,"2008-04-01 00:00:00",1222
"0-14","51.7000007629395","55.4000015258789","53.5","3228","I Leukemias, myeloproliferative & myelodysplastic diseases",59850043,"2008-04-01 00:00:00",1223
"0-19","46.7000007629395","49.7000007629395","48.2000007629395","3933","I Leukemias, myeloproliferative & myelodysplastic diseases",81683260,"2008-04-01 00:00:00",1224
"0-14","39.2000007629395","42.4000015258789","40.7000007629395","2454","I(a) Lymphoid leukemias",59850043,"2008-04-01 00:00:00",1225
"0-19","33.5","36.0999984741211","34.7999992370605","2824","I(a) Lymphoid leukemias",81683260,"2008-04-01 00:00:00",1226
"0-14","7.30000019073486","8.69999980926514","8","484","I(b) Acute myeloid leukemias",59850043,"2008-04-01 00:00:00",1227
"0-19","7.69999980926514","8.89999961853027","8.30000019073486","682","I(b) Acute myeloid leukemias",81683260,"2008-04-01 00:00:00",1228
"0-14","1.70000004768372","2.40000009536743","2","124","I(c) Chronic myeloproliferative diseases",59850043,"2008-04-01 00:00:00",1229
"0-19","2.20000004768372","2.90000009536743","2.5","211","I(c) Chronic myeloproliferative diseases",81683260,"2008-04-01 00:00:00",1230
"0-14","1.29999995231628","2","1.60000002384186","99","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",59850043,"2008-04-01 00:00:00",1231
"0-19","1.29999995231628","1.79999995231628","1.5","127","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",81683260,"2008-04-01 00:00:00",1232
"0-14","0.899999976158142","1.39999997615814","1.10000002384186","67","I(e) Unspecified and other specified leukemias",59850043,"2008-04-01 00:00:00",1233
"0-19","0.899999976158142","1.29999995231628","1.10000002384186","89","I(e) Unspecified and other specified leukemias",81683260,"2008-04-01 00:00:00",1234
"0-14","15.8999996185303","18","17","1011","II Lymphomas and reticuloendothelial neoplasms",59850043,"2008-04-01 00:00:00",1235
"0-19","24.2000007629395","26.3999996185303","25.2999992370605","2103","II Lymphomas and reticuloendothelial neoplasms",81683260,"2008-04-01 00:00:00",1236
"0-14","5.59999990463257","6.90000009536743","6.30000019073486","372","II(a) Hodgkin lymphomas",59850043,"2008-04-01 00:00:00",1237
"0-19","12.1000003814697","13.6000003814697","12.8999996185303","1081","II(a) Hodgkin lymphomas",81683260,"2008-04-01 00:00:00",1238
"0-14","6","7.40000009536743","6.69999980926514","398","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",59850043,"2008-04-01 00:00:00",1239
"0-19","8.10000038146973","9.39999961853027","8.69999980926514","720","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",81683260,"2008-04-01 00:00:00",1240
"0-14","2.29999995231628","3.20000004768372","2.70000004768372","162","II(c) Burkitt lymphoma",59850043,"2008-04-01 00:00:00",1241
"0-19","2.20000004768372","2.90000009536743","2.59999990463257","207","II(c) Burkitt lymphoma",81683260,"2008-04-01 00:00:00",1242
"0-14","0.800000011920929","1.29999995231628","1.10000002384186","65","II(d) Miscellaneous lymphoreticular neoplasms",59850043,"2008-04-01 00:00:00",1243
"0-19","0.699999988079071","1.10000002384186","0.800000011920929","69","II(d) Miscellaneous lymphoreticular neoplasms",81683260,"2008-04-01 00:00:00",1244
"0-14","null","null","null","null","II(e) Unspecified lymphomas",59850043,"2008-04-01 00:00:00",1245
"0-19","0.200000002980232","0.5","0.300000011920929","26","II(e) Unspecified lymphomas",81683260,"2008-04-01 00:00:00",1246
