"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"15-19","6.40000009536743","9.10000038146973","7.69999980926514","133","IX(d) Other specified soft tissue sarcomas",17355940,"1999-04-01 00:00:00",139
"5-9","1.29999995231628","2.59999990463257","1.79999995231628","33","IX(d) Other specified soft tissue sarcomas",17879968,"1999-04-01 00:00:00",140
"<1","null","null","null","null","IX(d) Other specified soft tissue sarcomas",3280395,"1999-04-01 00:00:00",141
"1-4","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",13297303,"1999-04-01 00:00:00",142
"10-14","0.699999988079071","1.79999995231628","1.20000004768372","21","IX(e) Unspecified soft tissue sarcomas",17507634,"1999-04-01 00:00:00",143
"15-19","1.39999997615814","2.79999995231628","2","35","IX(e) Unspecified soft tissue sarcomas",17355940,"1999-04-01 00:00:00",144
"5-9","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",17879968,"1999-04-01 00:00:00",145
"<1","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",3280395,"1999-04-01 00:00:00",146
"1-4","null","null","null","null","Not classified by ICCC",13297303,"1999-04-01 00:00:00",147
"10-14","null","null","null","null","Not classified by ICCC",17507634,"1999-04-01 00:00:00",148
"15-19","null","null","null","null","Not classified by ICCC",17355940,"1999-04-01 00:00:00",149
"5-9","null","null","null","null","Not classified by ICCC",17879968,"1999-04-01 00:00:00",150
"<1","null","null","null","null","Not classified by ICCC",3280395,"1999-04-01 00:00:00",151
"1-4","7.80000019073486","11.1999998092651","9.39999961853027","125","V Retinoblastoma",13297303,"1999-04-01 00:00:00",152
"10-14","null","null","null","null","V Retinoblastoma",17507634,"1999-04-01 00:00:00",153
"15-19","null","null","null","null","V Retinoblastoma",17355940,"1999-04-01 00:00:00",154
"5-9","null","null","null","null","V Retinoblastoma",17879968,"1999-04-01 00:00:00",155
"<1","21.7999992370605","33.4000015258789","27.1000003814697","89","V Retinoblastoma",3280395,"1999-04-01 00:00:00",156
"1-4","15.8000001907349","20.5","18","240","VI Renal tumors",13297303,"1999-04-01 00:00:00",157
"10-14","0.800000011920929","1.89999997615814","1.29999995231628","22","VI Renal tumors",17507634,"1999-04-01 00:00:00",158
"15-19","0.899999976158142","2.09999990463257","1.39999997615814","25","VI Renal tumors",17355940,"1999-04-01 00:00:00",159
"5-9","4","6.19999980926514","5","90","VI Renal tumors",17879968,"1999-04-01 00:00:00",160
"<1","14.8000001907349","24.6000003814697","19.2000007629395","63","VI Renal tumors",3280395,"1999-04-01 00:00:00",161
"1-4","15.6999998092651","20.2999992370605","17.8999996185303","238","VI(a) Nephroblastoma and other nonepithelial renal tumors",13297303,"1999-04-01 00:00:00",162
"10-14","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",17507634,"1999-04-01 00:00:00",163
"15-19","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",17355940,"1999-04-01 00:00:00",164
"5-9","3.70000004768372","5.80000019073486","4.69999980926514","84","VI(a) Nephroblastoma and other nonepithelial renal tumors",17879968,"1999-04-01 00:00:00",165
"<1","13.1999998092651","22.5","17.3999996185303","57","VI(a) Nephroblastoma and other nonepithelial renal tumors",3280395,"1999-04-01 00:00:00",166
"1-4","null","null","null","null","VI(b) Renal carcinomas",13297303,"1999-04-01 00:00:00",167
"10-14","null","null","null","null","VI(b) Renal carcinomas",17507634,"1999-04-01 00:00:00",168
"15-19","0.5","1.5","0.899999976158142","16","VI(b) Renal carcinomas",17355940,"1999-04-01 00:00:00",169
"5-9","null","null","null","null","VI(b) Renal carcinomas",17879968,"1999-04-01 00:00:00",170
"<1","null","null","null","null","VI(b) Renal carcinomas",3280395,"1999-04-01 00:00:00",171
"1-4","null","null","null","null","VI(c) Unspecified malignant renal tumors",13297303,"1999-04-01 00:00:00",172
"10-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",17507634,"1999-04-01 00:00:00",173
"15-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",17355940,"1999-04-01 00:00:00",174
"5-9","null","null","null","null","VI(c) Unspecified malignant renal tumors",17879968,"1999-04-01 00:00:00",175
"<1","null","null","null","null","VI(c) Unspecified malignant renal tumors",3280395,"1999-04-01 00:00:00",176
"1-4","3.20000004768372","5.5","4.19999980926514","56","VII Hepatic tumors",13297303,"1999-04-01 00:00:00",177
"10-14","null","null","null","null","VII Hepatic tumors",17507634,"1999-04-01 00:00:00",178
"15-19","1.10000002384186","2.29999995231628","1.60000002384186","28","VII Hepatic tumors",17355940,"1999-04-01 00:00:00",179
"5-9","null","null","null","null","VII Hepatic tumors",17879968,"1999-04-01 00:00:00",180
"<1","5.90000009536743","12.6999998092651","8.80000019073486","29","VII Hepatic tumors",3280395,"1999-04-01 00:00:00",181
"1-4","2.90000009536743","5","3.79999995231628","51","VII(a) Hepatoblastoma",13297303,"1999-04-01 00:00:00",182
"10-14","null","null","null","null","VII(a) Hepatoblastoma",17507634,"1999-04-01 00:00:00",183
"15-19","null","null","null","null","VII(a) Hepatoblastoma",17355940,"1999-04-01 00:00:00",184
"5-9","null","null","null","null","VII(a) Hepatoblastoma",17879968,"1999-04-01 00:00:00",185
"<1","5.90000009536743","12.6999998092651","8.80000019073486","29","VII(a) Hepatoblastoma",3280395,"1999-04-01 00:00:00",186
"1-4","null","null","null","null","VII(b) Hepatic carcinomas",13297303,"1999-04-01 00:00:00",187
"10-14","null","null","null","null","VII(b) Hepatic carcinomas",17507634,"1999-04-01 00:00:00",188
"15-19","1","2.29999995231628","1.60000002384186","27","VII(b) Hepatic carcinomas",17355940,"1999-04-01 00:00:00",189
"5-9","null","null","null","null","VII(b) Hepatic carcinomas",17879968,"1999-04-01 00:00:00",190
"1-4","7.09999990463257","10.1999998092651","8.5","121","IX(a) Rhabdomyosarcomas",14193665,"2002-04-01 00:00:00",1036
"10-14","2.40000009536743","4.09999990463257","3.20000004768372","62","IX(a) Rhabdomyosarcomas",19507073,"2002-04-01 00:00:00",1037
"15-19","2.59999990463257","4.30000019073486","3.29999995231628","63","IX(a) Rhabdomyosarcomas",18870978,"2002-04-01 00:00:00",1038
"5-9","4.09999990463257","6.19999980926514","5.09999990463257","93","IX(a) Rhabdomyosarcomas",18238526,"2002-04-01 00:00:00",1039
"<1","4.5","10.1999998092651","6.90000009536743","25","IX(a) Rhabdomyosarcomas",3625838,"2002-04-01 00:00:00",1040
"1-4","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",14193665,"2002-04-01 00:00:00",1041
"10-14","0.899999976158142","2","1.29999995231628","26","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",19507073,"2002-04-01 00:00:00",1042
"15-19","0.800000011920929","1.79999995231628","1.20000004768372","23","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",18870978,"2002-04-01 00:00:00",1043
"5-9","0.5","1.5","0.899999976158142","17","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",18238526,"2002-04-01 00:00:00",1044
"<1","3.40000009536743","8.5","5.5","20","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",3625838,"2002-04-01 00:00:00",1045
"1-4","null","null","null","null","IX(c) Kaposi sarcoma",14193665,"2002-04-01 00:00:00",1046
"10-14","null","null","null","null","IX(c) Kaposi sarcoma",19507073,"2002-04-01 00:00:00",1047
"15-19","null","null","null","null","IX(c) Kaposi sarcoma",18870978,"2002-04-01 00:00:00",1048
"5-9","null","null","null","null","IX(c) Kaposi sarcoma",18238526,"2002-04-01 00:00:00",1049
"<1","null","null","null","null","IX(c) Kaposi sarcoma",3625838,"2002-04-01 00:00:00",1050
"1-4","1.10000002384186","2.59999990463257","1.79999995231628","25","IX(d) Other specified soft tissue sarcomas",14193665,"2002-04-01 00:00:00",1051
"10-14","4.40000009536743","6.5","5.40000009536743","105","IX(d) Other specified soft tissue sarcomas",19507073,"2002-04-01 00:00:00",1052
"15-19","7.40000009536743","10.1000003814697","8.69999980926514","164","IX(d) Other specified soft tissue sarcomas",18870978,"2002-04-01 00:00:00",1053
"5-9","1.79999995231628","3.40000009536743","2.5","46","IX(d) Other specified soft tissue sarcomas",18238526,"2002-04-01 00:00:00",1054
"<1","null","null","null","null","IX(d) Other specified soft tissue sarcomas",3625838,"2002-04-01 00:00:00",1055
"1-4","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",14193665,"2002-04-01 00:00:00",1056
"10-14","0.899999976158142","2","1.29999995231628","26","IX(e) Unspecified soft tissue sarcomas",19507073,"2002-04-01 00:00:00",1057
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","21","IX(e) Unspecified soft tissue sarcomas",18870978,"2002-04-01 00:00:00",1058
"5-9","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",18238526,"2002-04-01 00:00:00",1059
"<1","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",3625838,"2002-04-01 00:00:00",1060
"1-4","null","null","null","null","Not classified by ICCC",14193665,"2002-04-01 00:00:00",1061
"10-14","null","null","null","null","Not classified by ICCC",19507073,"2002-04-01 00:00:00",1062
"15-19","null","null","null","null","Not classified by ICCC",18870978,"2002-04-01 00:00:00",1063
"5-9","null","null","null","null","Not classified by ICCC",18238526,"2002-04-01 00:00:00",1064
"<1","null","null","null","null","Not classified by ICCC",3625838,"2002-04-01 00:00:00",1065
"1-4","6.90000009536743","10","8.39999961853027","119","V Retinoblastoma",14193665,"2002-04-01 00:00:00",1066
"10-14","null","null","null","null","V Retinoblastoma",19507073,"2002-04-01 00:00:00",1067
"15-19","null","null","null","null","V Retinoblastoma",18870978,"2002-04-01 00:00:00",1068
"5-9","null","null","null","null","V Retinoblastoma",18238526,"2002-04-01 00:00:00",1069
"<1","19","29.2999992370605","23.7000007629395","86","V Retinoblastoma",3625838,"2002-04-01 00:00:00",1070
"1-4","17","21.7000007629395","19.2000007629395","273","VI Renal tumors",14193665,"2002-04-01 00:00:00",1071
"10-14","0.699999988079071","1.70000004768372","1.10000002384186","22","VI Renal tumors",19507073,"2002-04-01 00:00:00",1072
"15-19","0.800000011920929","1.89999997615814","1.29999995231628","24","VI Renal tumors",18870978,"2002-04-01 00:00:00",1073
"5-9","3.90000009536743","5.90000009536743","4.80000019073486","88","VI Renal tumors",18238526,"2002-04-01 00:00:00",1074
"<1","14.6000003814697","23.7999992370605","18.7999992370605","68","VI Renal tumors",3625838,"2002-04-01 00:00:00",1075
"1-4","16.8999996185303","21.5","19.1000003814697","271","VI(a) Nephroblastoma and other nonepithelial renal tumors",14193665,"2002-04-01 00:00:00",1076
"10-14","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",19507073,"2002-04-01 00:00:00",1077
"15-19","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",18870978,"2002-04-01 00:00:00",1078
"5-9","3.70000004768372","5.69999980926514","4.59999990463257","84","VI(a) Nephroblastoma and other nonepithelial renal tumors",18238526,"2002-04-01 00:00:00",1079
"<1","14.6000003814697","23.7999992370605","18.7999992370605","68","VI(a) Nephroblastoma and other nonepithelial renal tumors",3625838,"2002-04-01 00:00:00",1080
"1-4","null","null","null","null","VI(b) Renal carcinomas",14193665,"2002-04-01 00:00:00",1081
"10-14","null","null","null","null","VI(b) Renal carcinomas",19507073,"2002-04-01 00:00:00",1082
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","21","VI(b) Renal carcinomas",18870978,"2002-04-01 00:00:00",1083
"5-9","null","null","null","null","VI(b) Renal carcinomas",18238526,"2002-04-01 00:00:00",1084
"<1","null","null","null","null","VI(b) Renal carcinomas",3625838,"2002-04-01 00:00:00",1085
"1-4","null","null","null","null","VI(c) Unspecified malignant renal tumors",14193665,"2002-04-01 00:00:00",1086
"10-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",19507073,"2002-04-01 00:00:00",1087
"15-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",18870978,"2002-04-01 00:00:00",1088
"5-9","null","null","null","null","VI(c) Unspecified malignant renal tumors",18238526,"2002-04-01 00:00:00",1089
"<1","null","null","null","null","VI(c) Unspecified malignant renal tumors",3625838,"2002-04-01 00:00:00",1090
"1-4","2.90000009536743","5","3.90000009536743","55","VII Hepatic tumors",14193665,"2002-04-01 00:00:00",1091
"10-14","null","null","null","null","VII Hepatic tumors",19507073,"2002-04-01 00:00:00",1092
"15-19","0.600000023841858","1.60000002384186","1","19","VII Hepatic tumors",18870978,"2002-04-01 00:00:00",1093
"5-9","null","null","null","null","VII Hepatic tumors",18238526,"2002-04-01 00:00:00",1094
"<1","4.90000009536743","10.8000001907349","7.40000009536743","27","VII Hepatic tumors",3625838,"2002-04-01 00:00:00",1095
"1-4","2.70000004768372","4.80000019073486","3.70000004768372","52","VII(a) Hepatoblastoma",14193665,"2002-04-01 00:00:00",1096
"10-14","null","null","null","null","VII(a) Hepatoblastoma",19507073,"2002-04-01 00:00:00",1097
"15-19","null","null","null","null","VII(a) Hepatoblastoma",18870978,"2002-04-01 00:00:00",1098
"5-9","null","null","null","null","VII(a) Hepatoblastoma",18238526,"2002-04-01 00:00:00",1099
"<1","4.69999980926514","10.5","7.19999980926514","26","VII(a) Hepatoblastoma",3625838,"2002-04-01 00:00:00",1100
"1-4","null","null","null","null","VII(b) Hepatic carcinomas",14193665,"2002-04-01 00:00:00",1101
"10-14","null","null","null","null","VII(b) Hepatic carcinomas",19507073,"2002-04-01 00:00:00",1102
"15-19","0.600000023841858","1.5","1","18","VII(b) Hepatic carcinomas",18870978,"2002-04-01 00:00:00",1103
"5-9","null","null","null","null","VII(b) Hepatic carcinomas",18238526,"2002-04-01 00:00:00",1104
"<1","null","null","null","null","VII(b) Hepatic carcinomas",3625838,"2002-04-01 00:00:00",1105
"1-4","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",14193665,"2002-04-01 00:00:00",1106
"10-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",19507073,"2002-04-01 00:00:00",1107
"15-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",18870978,"2002-04-01 00:00:00",1108
"5-9","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",18238526,"2002-04-01 00:00:00",1109
"<1","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",3625838,"2002-04-01 00:00:00",1110
"1-4","1","2.40000009536743","1.60000002384186","23","VIII Malignant bone tumors",14193665,"2002-04-01 00:00:00",1111
"10-14","11.6000003814697","14.8000001907349","13.1000003814697","256","VIII Malignant bone tumors",19507073,"2002-04-01 00:00:00",1112
"15-19","14.1999998092651","17.8999996185303","16","301","VIII Malignant bone tumors",18870978,"2002-04-01 00:00:00",1113
"5-9","5.09999990463257","7.40000009536743","6.09999990463257","112","VIII Malignant bone tumors",18238526,"2002-04-01 00:00:00",1114
"<1","null","null","null","null","VIII Malignant bone tumors",3625838,"2002-04-01 00:00:00",1115
"1-4","null","null","null","null","VIII(a) Osteosarcomas",14193665,"2002-04-01 00:00:00",1116
"10-14","6.59999990463257","9.10000038146973","7.80000019073486","152","VIII(a) Osteosarcomas",19507073,"2002-04-01 00:00:00",1117
"15-19","7.30000019073486","10","8.5","161","VIII(a) Osteosarcomas",18870978,"2002-04-01 00:00:00",1118
"5-9","2.20000004768372","3.79999995231628","2.90000009536743","53","VIII(a) Osteosarcomas",18238526,"2002-04-01 00:00:00",1119
"<1","null","null","null","null","VIII(a) Osteosarcomas",3625838,"2002-04-01 00:00:00",1120
"1-4","null","null","null","null","VIII(b) Chondrosarcomas",14193665,"2002-04-01 00:00:00",1121
"10-14","null","null","null","null","VIII(b) Chondrosarcomas",19507073,"2002-04-01 00:00:00",1122
"15-19","1.10000002384186","2.29999995231628","1.60000002384186","30","VIII(b) Chondrosarcomas",18870978,"2002-04-01 00:00:00",1123
"5-9","null","null","null","null","VIII(b) Chondrosarcomas",18238526,"2002-04-01 00:00:00",1124
"<1","null","null","null","null","VIII(b) Chondrosarcomas",3625838,"2002-04-01 00:00:00",1125
"1-4","null","null","null","null","VIII(c) Ewing tumor and related sarcomas of bone",14193665,"2002-04-01 00:00:00",1126
"10-14","3.29999995231628","5.09999990463257","4.09999990463257","80","VIII(c) Ewing tumor and related sarcomas of bone",19507073,"2002-04-01 00:00:00",1127
"15-19","3.59999990463257","5.59999990463257","4.59999990463257","86","VIII(c) Ewing tumor and related sarcomas of bone",18870978,"2002-04-01 00:00:00",1128
"5-9","2.09999990463257","3.70000004768372","2.79999995231628","51","VIII(c) Ewing tumor and related sarcomas of bone",18238526,"2002-04-01 00:00:00",1129
"<1","null","null","null","null","VIII(c) Ewing tumor and related sarcomas of bone",3625838,"2002-04-01 00:00:00",1130
"1-4","null","null","null","null","VIII(d) Other specified malignant bone tumors",14193665,"2002-04-01 00:00:00",1131
"10-14","null","null","null","null","VIII(d) Other specified malignant bone tumors",19507073,"2002-04-01 00:00:00",1132
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","21","VIII(d) Other specified malignant bone tumors",18870978,"2002-04-01 00:00:00",1133
"5-9","null","null","null","null","VIII(d) Other specified malignant bone tumors",18238526,"2002-04-01 00:00:00",1134
"<1","null","null","null","null","VIII(d) Other specified malignant bone tumors",3625838,"2002-04-01 00:00:00",1135
"1-4","null","null","null","null","VIII(e) Unspecified malignant bone tumors",14193665,"2002-04-01 00:00:00",1136
"10-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",19507073,"2002-04-01 00:00:00",1137
"15-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",18870978,"2002-04-01 00:00:00",1138
"5-9","null","null","null","null","VIII(e) Unspecified malignant bone tumors",18238526,"2002-04-01 00:00:00",1139
"<1","null","null","null","null","VIII(e) Unspecified malignant bone tumors",3625838,"2002-04-01 00:00:00",1140
"1-4","2.29999995231628","4.19999980926514","3.09999990463257","44","X Germ cell, trophoblastic tumors & neoplasms of gonads",14193665,"2002-04-01 00:00:00",1141
"10-14","5.40000009536743","7.69999980926514","6.5","126","X Germ cell, trophoblastic tumors & neoplasms of gonads",19507073,"2002-04-01 00:00:00",1142
"15-19","26.2000007629395","31","28.5","538","X Germ cell, trophoblastic tumors & neoplasms of gonads",18870978,"2002-04-01 00:00:00",1143
"5-9","2","3.59999990463257","2.70000004768372","49","X Germ cell, trophoblastic tumors & neoplasms of gonads",18238526,"2002-04-01 00:00:00",1144
"<1","18.5","28.7000007629395","23.2000007629395","84","X Germ cell, trophoblastic tumors & neoplasms of gonads",3625838,"2002-04-01 00:00:00",1145
"1-4","null","null","null","null","X(a) Intracranial & intraspinal germ cell tumors",14193665,"2002-04-01 00:00:00",1146
"10-14","1.89999997615814","3.40000009536743","2.59999990463257","50","X(a) Intracranial & intraspinal germ cell tumors",19507073,"2002-04-01 00:00:00",1147
"15-19","1.60000002384186","3.09999990463257","2.29999995231628","43","X(a) Intracranial & intraspinal germ cell tumors",18870978,"2002-04-01 00:00:00",1148
"5-9","0.800000011920929","1.79999995231628","1.20000004768372","22","X(a) Intracranial & intraspinal germ cell tumors",18238526,"2002-04-01 00:00:00",1149
"<1","null","null","null","null","X(a) Intracranial & intraspinal germ cell tumors",3625838,"2002-04-01 00:00:00",1150
"1-4","0.800000011920929","2.09999990463257","1.29999995231628","19","X(b) Malignant extracranial & extragonadal germ cell tumors",14193665,"2002-04-01 00:00:00",1151
"10-14","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",19507073,"2002-04-01 00:00:00",1152
"15-19","1.29999995231628","2.59999990463257","1.89999997615814","35","X(b) Malignant extracranial & extragonadal germ cell tumors",18870978,"2002-04-01 00:00:00",1153
"5-9","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",18238526,"2002-04-01 00:00:00",1154
"<1","12.1000003814697","20.7000007629395","16","58","X(b) Malignant extracranial & extragonadal germ cell tumors",3625838,"2002-04-01 00:00:00",1155
"1-4","0.899999976158142","2.20000004768372","1.39999997615814","20","X(c) Malignant gonadal germ cell tumors",14193665,"2002-04-01 00:00:00",1156
"10-14","2.5","4.09999990463257","3.20000004768372","63","X(c) Malignant gonadal germ cell tumors",19507073,"2002-04-01 00:00:00",1157
"15-19","20.2999992370605","24.6000003814697","22.3999996185303","422","X(c) Malignant gonadal germ cell tumors",18870978,"2002-04-01 00:00:00",1158
"5-9","0.800000011920929","1.89999997615814","1.29999995231628","23","X(c) Malignant gonadal germ cell tumors",18238526,"2002-04-01 00:00:00",1159
"<1","3.20000004768372","8.19999980926514","5.19999980926514","19","X(c) Malignant gonadal germ cell tumors",3625838,"2002-04-01 00:00:00",1160
"1-4","null","null","null","null","X(d) Gonadal carcinomas",14193665,"2002-04-01 00:00:00",1161
"10-14","null","null","null","null","X(d) Gonadal carcinomas",19507073,"2002-04-01 00:00:00",1162
"15-19","0.600000023841858","1.60000002384186","1.10000002384186","20","X(d) Gonadal carcinomas",18870978,"2002-04-01 00:00:00",1163
"5-9","null","null","null","null","X(d) Gonadal carcinomas",18238526,"2002-04-01 00:00:00",1164
"<1","null","null","null","null","X(d) Gonadal carcinomas",3625838,"2002-04-01 00:00:00",1165
"1-4","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",14193665,"2002-04-01 00:00:00",1166
"10-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",19507073,"2002-04-01 00:00:00",1167
"15-19","0.600000023841858","1.5","1","18","X(e) Other and unspecified malignant gonadal tumors",18870978,"2002-04-01 00:00:00",1168
"5-9","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",18238526,"2002-04-01 00:00:00",1169
"<1","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",3625838,"2002-04-01 00:00:00",1170
"1-4","1.5","3.20000004768372","2.29999995231628","32","XI Other malignant epithelial neoplasms and malignant melanomas",14193665,"2002-04-01 00:00:00",1171
"10-14","11.8000001907349","15.1000003814697","13.3999996185303","261","XI Other malignant epithelial neoplasms and malignant melanomas",19507073,"2002-04-01 00:00:00",1172
"15-19","46.4000015258789","52.7999992370605","49.5","935","XI Other malignant epithelial neoplasms and malignant melanomas",18870978,"2002-04-01 00:00:00",1173
"5-9","3.09999990463257","5","4","73","XI Other malignant epithelial neoplasms and malignant melanomas",18238526,"2002-04-01 00:00:00",1174
"<1","null","null","null","null","XI Other malignant epithelial neoplasms and malignant melanomas",3625838,"2002-04-01 00:00:00",1175
"1-4","null","null","null","null","XI(a) Adrenocortical carcinomas",14193665,"2002-04-01 00:00:00",1176
"10-14","null","null","null","null","XI(a) Adrenocortical carcinomas",19507073,"2002-04-01 00:00:00",1177
"15-19","null","null","null","null","XI(a) Adrenocortical carcinomas",18870978,"2002-04-01 00:00:00",1178
"5-9","null","null","null","null","XI(a) Adrenocortical carcinomas",18238526,"2002-04-01 00:00:00",1179
"<1","null","null","null","null","XI(a) Adrenocortical carcinomas",3625838,"2002-04-01 00:00:00",1180
"1-4","null","null","null","null","XI(b) Thyroid carcinomas",14193665,"2002-04-01 00:00:00",1181
"10-14","3.59999990463257","5.5","4.5","87","XI(b) Thyroid carcinomas",19507073,"2002-04-01 00:00:00",1182
"15-19","14.8000001907349","18.5","16.6000003814697","313","XI(b) Thyroid carcinomas",18870978,"2002-04-01 00:00:00",1183
"5-9","0.699999988079071","1.70000004768372","1.10000002384186","20","XI(b) Thyroid carcinomas",18238526,"2002-04-01 00:00:00",1184
"<1","null","null","null","null","XI(b) Thyroid carcinomas",3625838,"2002-04-01 00:00:00",1185
"1-4","null","null","null","null","XI(c) Nasopharyngeal carcinomas",14193665,"2002-04-01 00:00:00",1186
"10-14","null","null","null","null","XI(c) Nasopharyngeal carcinomas",19507073,"2002-04-01 00:00:00",1187
"15-19","1.29999995231628","2.59999990463257","1.89999997615814","35","XI(c) Nasopharyngeal carcinomas",18870978,"2002-04-01 00:00:00",1188
"5-9","null","null","null","null","XI(c) Nasopharyngeal carcinomas",18238526,"2002-04-01 00:00:00",1189
"<1","null","null","null","null","XI(c) Nasopharyngeal carcinomas",3625838,"2002-04-01 00:00:00",1190
"1-4","0.699999988079071","1.89999997615814","1.20000004768372","17","XI(d) Malignant melanomas",14193665,"2002-04-01 00:00:00",1191
"10-14","3.20000004768372","5","4","79","XI(d) Malignant melanomas",19507073,"2002-04-01 00:00:00",1192
"15-19","17.7000007629395","21.7000007629395","19.6000003814697","370","XI(d) Malignant melanomas",18870978,"2002-04-01 00:00:00",1193
"5-9","1.20000004768372","2.5","1.79999995231628","33","XI(d) Malignant melanomas",18238526,"2002-04-01 00:00:00",1194
"<1","null","null","null","null","XI(d) Malignant melanomas",3625838,"2002-04-01 00:00:00",1195
"1-4","null","null","null","null","XI(e) Skin carcinomas",14193665,"2002-04-01 00:00:00",1196
"10-14","null","null","null","null","XI(e) Skin carcinomas",19507073,"2002-04-01 00:00:00",1197
"15-19","null","null","null","null","XI(e) Skin carcinomas",18870978,"2002-04-01 00:00:00",1198
"5-9","null","null","null","null","XI(e) Skin carcinomas",18238526,"2002-04-01 00:00:00",1199
"<1","null","null","null","null","XI(e) Skin carcinomas",3625838,"2002-04-01 00:00:00",1200
"1-4","null","null","null","null","XI(f) Other and unspecified carcinomas",14193665,"2002-04-01 00:00:00",1201
"10-14","3.09999990463257","4.90000009536743","3.90000009536743","76","XI(f) Other and unspecified carcinomas",19507073,"2002-04-01 00:00:00",1202
"15-19","9.69999980926514","12.8000001907349","11.1999998092651","211","XI(f) Other and unspecified carcinomas",18870978,"2002-04-01 00:00:00",1203
"5-9","null","null","null","null","XI(f) Other and unspecified carcinomas",18238526,"2002-04-01 00:00:00",1204
"<1","null","null","null","null","XI(f) Other and unspecified carcinomas",3625838,"2002-04-01 00:00:00",1205
"1-4","null","null","null","null","XII Other and unspecified malignant neoplasms",14193665,"2002-04-01 00:00:00",1206
"10-14","null","null","null","null","XII Other and unspecified malignant neoplasms",19507073,"2002-04-01 00:00:00",1207
"15-19","1.20000004768372","2.5","1.79999995231628","34","XII Other and unspecified malignant neoplasms",18870978,"2002-04-01 00:00:00",1208
"5-9","null","null","null","null","XII Other and unspecified malignant neoplasms",18238526,"2002-04-01 00:00:00",1209
"<1","null","null","null","null","XII Other and unspecified malignant neoplasms",3625838,"2002-04-01 00:00:00",1210
"1-4","null","null","null","null","XII(a) Other specified malignant tumors",14193665,"2002-04-01 00:00:00",1211
"10-14","null","null","null","null","XII(a) Other specified malignant tumors",19507073,"2002-04-01 00:00:00",1212
"15-19","null","null","null","null","XII(a) Other specified malignant tumors",18870978,"2002-04-01 00:00:00",1213
"5-9","null","null","null","null","XII(a) Other specified malignant tumors",18238526,"2002-04-01 00:00:00",1214
"<1","null","null","null","null","XII(a) Other specified malignant tumors",3625838,"2002-04-01 00:00:00",1215
"1-4","null","null","null","null","XII(b) Other unspecified malignant tumors",14193665,"2002-04-01 00:00:00",1216
"10-14","null","null","null","null","XII(b) Other unspecified malignant tumors",19507073,"2002-04-01 00:00:00",1217
"15-19","0.600000023841858","1.60000002384186","1","19","XII(b) Other unspecified malignant tumors",18870978,"2002-04-01 00:00:00",1218
"5-9","null","null","null","null","XII(b) Other unspecified malignant tumors",18238526,"2002-04-01 00:00:00",1219
"<1","null","null","null","null","XII(b) Other unspecified malignant tumors",3625838,"2002-04-01 00:00:00",1220
"1-4","201.899993896484","216.699996948242","209.199996948242","3066","All ICCC Groups Combined",14656045,"2003-04-01 00:00:00",1221
"10-14","123.5","133.399993896484","128.399993896484","2581","All ICCC Groups Combined",20102523,"2003-04-01 00:00:00",1222
"15-19","205.699996948242","218.699996948242","212.199996948242","4138","All ICCC Groups Combined",19504602,"2003-04-01 00:00:00",1223
